timestamp,gpu0_util_pct,gpu0_mem_mb,gpu0_power_w,gpu1_util_pct,gpu1_mem_mb,gpu1_power_w,cpu_load_1m,cpu_load_5m,cpu_load_15m,mem_used_gb,mem_available_gb,mem_buff_cache_gb,train_epoch,train_step,train_loss,train_lr,epoch_progress_pct
2026-03-24 16:18:23,0,1985,80.24,0,1985,81.74,30.56,13.67,5.69,24,479,426,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:18:34,0,1985,80.33,0,1985,81.88,37.71,15.72,6.44,28,474,428,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:18:44,0,1985,80.48,0,1985,81.88,58.00,20.73,8.17,37,466,434,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:18:54,0,1985,80.33,0,1985,81.64,84.03,27.50,10.50,44,458,441,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:04,0,1985,80.43,0,1985,82.45,110.77,35.11,13.16,48,454,449,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:15,0,1985,80.31,0,1985,82.07,134.20,42.61,15.84,48,454,456,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:25,0,1985,80.36,0,1985,81.76,152.56,49.56,18.38,45,458,459,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:35,0,3175,80.69,0,3175,82.49,160.00,54.60,20.36,49,454,452,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:45,0,33301,80.52,100,33305,95.33,173.83,61.04,22.82,52,450,455,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:19:55,0,33301,80.76,100,33307,95.23,194.35,69.14,25.87,56,447,451,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:06,0,33307,81.34,100,33307,94.72,215.15,77.69,29.11,60,442,446,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:16,100,33315,96.13,0,33315,83.21,233.51,86.12,32.37,64,439,436,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:26,100,33315,94.74,0,33315,82.35,245.80,93.64,35.40,66,437,442,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:36,100,33315,94.61,0,33315,82.15,253.87,100.42,38.23,68,434,438,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:47,100,33315,94.45,0,33317,82.27,273.76,109.74,41.93,68,435,441,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:20:57,100,33315,94.44,0,33317,82.14,286.59,117.91,45.32,72,430,426,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:07,100,33317,94.20,0,33317,81.81,288.00,123.68,47.97,74,429,422,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:17,100,33317,94.21,0,33317,81.59,297.66,131.15,51.21,74,428,426,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:27,100,33317,94.20,0,33317,81.11,306.69,141.34,55.83,75,427,431,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:38,100,33317,94.00,0,33319,81.20,308.52,147.14,58.63,76,426,430,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:48,100,33319,93.97,0,33319,81.06,314.59,153.74,61.72,77,426,434,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:21:58,100,33319,93.99,0,33319,81.35,311.56,158.32,64.20,81,421,424,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:08,100,33319,93.97,0,33319,81.15,311.58,163.38,66.85,80,422,429,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:19,100,33319,93.96,0,33321,81.13,311.48,168.26,69.47,81,422,433,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:29,100,33319,93.96,0,33321,80.96,313.69,173.45,72.22,83,420,427,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:39,100,33319,93.96,0,33321,81.09,315.55,178.46,74.93,82,420,426,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:49,100,33321,93.97,0,33321,81.44,317.17,183.32,77.62,83,420,429,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:22:59,100,33321,93.98,0,33321,80.50,318.42,188.00,80.28,83,419,429,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:23:10,100,33321,93.96,0,33323,80.81,313.87,191.36,82.53,85,417,420,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:23:20,100,33323,93.96,0,33323,80.62,308.90,194.34,84.67,86,416,426,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:23:30,100,33323,93.90,0,33323,80.62,304.72,197.23,86.78,86,416,427,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:23:40,100,33323,93.76,0,33323,80.90,305.90,201.02,89.20,87,415,429,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:23:50,100,33323,93.74,0,33323,80.35,282.65,199.63,89.95,95,408,412,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:01,100,33325,93.72,0,33325,81.06,267.38,198.97,90.91,92,410,404,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:11,100,33325,93.68,0,33325,81.11,261.53,199.98,92.39,92,410,406,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:21,100,33325,93.65,0,33325,80.96,258.96,201.46,94.03,94,408,409,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:31,100,33325,93.54,100,33325,124.48,251.11,201.66,95.25,95,407,412,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:41,100,33325,305.45,100,33325,299.92,241.67,201.29,96.27,98,405,415,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:24:51,100,33325,310.54,100,33325,312.91,241.86,202.65,97.83,97,405,420,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:01,100,33325,97.06,0,33325,82.73,252.25,206.17,100.10,93,409,424,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:11,100,33325,96.04,0,33325,82.14,257.89,208.91,102.13,98,405,413,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:22,100,33325,95.18,0,33325,82.03,247.86,208.21,103.04,96,406,409,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:32,100,33325,94.93,0,33325,81.57,254.42,211.60,105.83,98,405,413,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:43,100,33325,94.69,0,33325,81.25,252.68,212.65,107.31,98,404,418,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:25:53,100,33325,306.02,100,33325,299.40,246.59,212.69,108.45,95,407,423,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:03,100,33325,297.12,100,33325,300.56,226.84,209.59,108.56,98,405,405,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:13,100,33325,98.89,0,33325,84.92,237.93,212.54,110.60,97,405,409,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:23,100,33325,97.46,0,33325,83.72,251.09,216.19,112.89,99,403,412,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:33,100,33325,96.97,0,33325,83.12,260.12,219.27,114.99,100,403,417,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:44,100,33325,96.41,0,33325,82.80,271.49,223.03,117.33,97,405,421,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:26:54,100,33325,297.30,100,33325,298.70,267.69,223.81,118.72,100,403,400,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:04,100,33325,306.11,100,33325,306.56,272.96,226.40,120.69,101,401,405,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:14,100,33325,195.70,0,33325,108.60,278.96,229.18,122.72,103,400,409,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:24,100,33325,97.90,0,33325,84.33,292.29,233.68,125.33,102,400,413,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:34,100,33325,97.19,0,33325,83.72,303.12,237.94,127.88,102,401,416,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:45,100,33325,96.70,0,33325,83.11,316.13,242.85,130.65,102,400,416,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:27:55,95,33325,310.53,99,33325,312.60,321.96,246.48,133.04,105,398,402,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:05,100,33325,295.06,100,33325,296.29,333.74,251.49,135.88,105,398,406,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:15,100,33325,99.84,0,33325,86.16,341.89,255.93,138.56,105,397,410,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:25,100,33325,98.18,0,33325,83.89,344.64,259.37,140.94,105,398,413,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:35,100,33325,97.46,0,33325,83.12,336.36,260.34,142.52,107,395,400,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:46,100,33325,96.97,0,33325,82.53,339.52,263.48,144.81,106,396,404,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:28:56,100,33325,96.47,0,33325,81.93,347.73,267.73,147.46,109,393,409,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:06,100,33325,316.73,100,33325,295.66,354.50,271.83,150.08,106,396,412,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:16,94,33325,290.40,86,33325,298.64,361.99,276.15,152.79,108,394,404,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:26,100,33325,99.00,0,33325,85.51,343.08,274.91,153.71,108,394,385,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:36,100,33325,97.92,0,33325,84.21,353.04,279.29,156.44,111,392,389,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:47,100,33325,97.21,0,33325,83.36,360.30,283.27,159.05,112,390,393,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:29:57,100,33325,96.72,0,33325,83.02,364.96,286.81,161.53,112,390,398,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:07,100,33325,96.18,0,33325,82.65,370.22,290.51,164.08,111,391,403,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:17,100,33325,314.43,100,33325,297.41,374.41,294.02,166.57,111,391,407,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:27,0,33325,83.98,100,33325,99.01,377.22,297.28,169.00,109,393,408,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:37,0,33325,82.90,100,33325,98.62,369.28,298.27,170.70,111,391,389,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:48,0,33325,82.23,100,33325,98.49,368.59,301.60,173.84,114,388,393,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:30:58,0,33325,81.99,100,33325,98.43,363.99,302.83,175.61,115,387,397,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:08,100,33325,321.13,100,33325,301.01,353.34,302.56,176.88,113,390,401,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:18,0,33325,82.05,100,33325,94.84,343.78,302.18,178.10,113,390,405,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:28,0,33325,82.02,100,33325,94.44,333.09,301.31,179.15,114,389,401,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:38,0,33325,81.62,100,33325,94.35,327.15,301.10,180.39,114,388,396,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:49,0,33325,81.62,100,33325,94.15,323.55,301.19,181.72,114,389,401,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:31:59,100,33325,307.94,100,33325,309.88,314.70,300.03,182.62,114,389,404,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:32:09,0,33325,83.53,100,33325,96.70,304.95,298.44,183.37,116,386,388,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:32:19,0,33325,82.88,100,33325,95.87,303.18,298.27,184.54,116,386,382,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:32:29,96,33325,293.20,94,33325,307.96,303.72,298.53,185.84,115,387,387,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:32:39,0,33325,83.49,0,33325,84.07,308.15,299.63,187.41,115,387,392,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:32:50,0,33325,82.88,0,33325,83.34,316.10,301.59,189.25,116,387,396,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:00,0,33325,82.35,0,33325,83.00,328.66,304.75,191.48,117,385,400,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:10,0,33325,81.98,0,33325,82.51,336.39,307.24,193.51,120,382,393,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:20,100,33325,94.45,0,33325,82.15,331.88,307.14,194.69,119,383,373,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:30,100,33325,94.23,0,33325,81.86,332.05,308.02,196.18,120,382,377,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:40,100,33325,94.20,0,33325,82.05,326.31,307.59,197.24,119,384,381,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:33:51,100,33325,94.20,0,33325,81.69,314.77,305.75,197.82,121,382,383,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:01,100,33325,93.97,0,33325,81.44,302.12,303.32,198.19,121,382,388,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:11,100,33325,93.96,0,33325,81.42,288.86,300.45,198.38,121,382,392,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:21,100,33325,93.93,0,33325,81.08,279.49,298.05,198.69,121,381,395,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:31,100,33325,93.73,0,33325,81.44,267.02,294.78,198.70,121,382,397,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:41,100,33325,93.71,0,33325,81.32,250.68,290.35,198.28,123,379,386,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:34:52,100,33325,93.73,0,33325,81.08,225.44,283.66,197.10,122,380,381,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:02,100,33325,320.52,100,33325,304.13,207.11,277.81,196.12,122,381,385,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:12,100,33325,301.23,100,33325,303.50,197.24,273.33,195.53,122,381,389,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:22,100,33325,99.31,0,33325,102.32,206.45,272.76,196.18,122,380,392,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:33,100,33325,96.97,0,33325,83.48,225.33,273.70,197.71,122,380,396,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:43,100,33325,96.41,0,33325,82.87,212.57,269.48,197.16,126,376,382,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:35:53,100,33325,95.91,0,33325,82.51,214.30,267.84,197.39,124,378,369,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:04,100,33325,94.87,0,33325,82.27,232.30,269.95,198.84,126,377,373,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:14,100,33325,94.65,0,33325,81.71,248.63,272.20,200.33,125,377,376,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:24,100,33325,94.45,0,33325,81.76,260.01,273.86,201.64,125,378,380,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:34,100,33325,307.57,100,33325,308.69,269.95,275.50,202.95,125,377,383,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:44,96,33325,314.28,96,33325,321.05,279.10,277.31,204.32,126,377,387,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:36:55,100,33325,98.18,0,33325,83.59,286.50,278.95,205.63,125,378,390,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:05,100,33325,97.11,0,33325,82.99,292.72,280.53,206.93,123,379,394,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:15,100,33325,96.55,0,33325,82.26,283.05,279.00,207.23,129,373,377,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:25,100,33325,96.15,0,33325,81.95,278.88,278.05,207.68,127,376,363,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:35,100,33325,95.84,0,33325,81.54,300.07,282.61,209.92,128,375,367,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:46,100,33325,94.75,0,33325,81.37,317.18,286.87,212.08,129,374,371,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:37:56,100,33325,94.60,0,33325,81.18,333.16,291.32,214.33,127,375,375,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:06,100,33325,288.30,100,33325,298.62,351.53,296.62,216.88,128,374,379,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:16,96,33325,313.50,96,33325,292.15,368.95,302.15,219.54,127,375,383,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:26,100,33325,98.14,0,33325,83.46,385.37,307.89,222.29,128,374,387,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:36,100,33325,97.26,0,33325,82.75,395.78,312.68,224.77,128,374,389,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:47,100,33325,96.87,0,33325,82.26,395.47,315.40,226.60,132,370,369,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:38:57,100,33325,96.41,0,33325,82.17,364.94,311.56,226.30,129,374,350,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:07,100,33325,95.90,0,33325,81.66,375.23,315.53,228.51,131,372,354,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:17,100,33325,296.09,100,33325,286.36,384.65,319.50,230.73,130,372,358,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:27,100,33325,311.32,100,33325,303.69,394.18,323.68,233.04,130,373,362,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:37,0,33325,86.13,0,33325,84.67,403.26,327.94,235.40,132,371,366,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:48,0,33325,84.52,0,33325,83.12,410.83,333.34,238.65,131,371,371,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:39:58,0,33325,83.81,0,33325,83.00,411.94,336.13,240.58,131,371,376,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:08,0,33325,82.60,0,33325,82.53,411.37,338.53,242.38,132,370,380,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:18,0,33325,82.35,100,33325,95.71,405.05,339.59,243.76,132,370,385,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:28,0,33325,82.10,100,33325,95.54,385.85,337.69,244.17,134,368,381,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:38,100,33325,237.91,100,33325,189.67,360.22,333.70,243.87,132,370,379,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:49,0,33325,82.42,100,33325,98.34,356.52,333.77,244.85,133,370,383,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:40:59,0,33325,82.17,100,33325,98.11,348.20,332.73,245.47,132,371,386,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:41:09,0,33325,81.85,100,33325,97.83,318.43,326.96,244.53,134,368,377,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:41:20,0,33325,81.65,100,33325,97.85,299.39,322.51,243.96,133,369,363,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:41:30,0,33325,81.53,100,33325,97.62,291.51,320.08,244.02,134,368,367,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:41:40,0,33325,81.40,100,33325,97.47,286.57,318.09,244.18,134,368,370,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:41:50,0,33325,81.40,100,33325,97.56,281.78,316.01,244.30,134,368,374,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:42:00,96,33325,300.82,100,33325,303.57,281.39,314.80,244.67,134,368,377,0,1099,0.01595403254032135,0.0004094334726687521,35.2
2026-03-24 16:42:10,100,33325,305.72,100,33325,310.53,294.35,316.41,245.94,132,370,380,0,1099,0.01595403254032135,0.0004094334726687521,35.2
