epoch,step,train/acc,train/loss,train/lr
0,49,0.0625,3.7537667751312256,0.0005505618173629045
0,99,0.125,3.6622042655944824,0.000999615527689457
0,149,0.2053571343421936,3.1527817249298096,0.000986219267360866
1,199,0.3035714328289032,2.983854293823242,0.0009541843901388347
1,249,0.1875,3.062765121459961,0.0009047389030456543
